序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
7584,学院009,专业026,班级041,S000001021,学生1017,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7585,学院013,专业085,班级155,S000002496,学生2474,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7586,学院009,专业061,班级089,S000001288,学生1282,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7587,学院009,专业062,班级090,S000001268,学生1262,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7588,学院013,专业058,班级085,S000001242,学生1236,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7589,学院015,专业059,班级086,S000001245,学生1239,光的偏振 大物2,7周,星期六,8,10,教师015,20,3
7590,学院005,专业017,班级030,S000001198,学生1193,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7591,学院009,专业043,班级091,S000001622,学生1613,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7592,学院001,专业001,班级001,S000001912,学生1899,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7593,学院004,专业011,班级018,S000000207,学生207,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7594,学院001,专业001,班级008,S000000024,学生024,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7595,学院005,专业012,班级102,S000002211,学生2193,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7596,学院009,专业074,班级123,S000001799,学生1787,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7597,学院006,专业032,班级048,S000001952,学生1939,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7598,学院006,专业081,班级138,S000002326,学生2306,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7599,学院009,专业027,班级098,S000001848,学生1835,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7600,学院007,专业016,班级029,S000000580,学生580,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7601,学院009,专业027,班级042,S000001852,学生1839,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7602,学院011,专业054,班级106,S000002322,学生2302,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7603,学院006,专业032,班级055,S000000753,学生753,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7604,学院009,专业026,班级041,S000001026,学生1022,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7605,学院011,专业054,班级149,S000002548,学生2526,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7606,学院009,专业045,班级068,S000001096,学生1091,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7607,学院009,专业062,班级090,S000001259,学生1253,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7608,学院013,专业058,班级085,S000001240,学生1234,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7609,学院015,专业059,班级086,S000001237,学生1231,光的偏振 大物2,7周,星期六,11,13,教师015,20,3
7610,学院007,专业015,班级025,S000000478,学生478,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7611,学院009,专业043,班级091,S000001640,学生1631,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7612,学院007,专业015,班级027,S000001660,学生1650,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7613,学院004,专业011,班级018,S000000163,学生163,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7614,学院001,专业001,班级012,S000000549,学生549,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7615,学院005,专业012,班级102,S000002193,学生2176,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7616,学院005,专业012,班级144,S000002633,学生2610,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7617,学院002,专业005,班级007,S000000871,学生869,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7618,学院006,专业033,班级049,S000000749,学生749,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7619,学院006,专业032,班级053,S000001696,学生1686,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7620,学院011,专业028,班级099,S000002005,学生1991,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7621,学院006,专业032,班级047,S000001943,学生1930,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7622,学院009,专业027,班级122,S000001753,学生1742,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7623,学院006,专业032,班级055,S000001940,学生1927,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7624,学院006,专业037,班级056,S000001697,学生1687,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7625,学院010,专业049,班级073,S000001179,学生1174,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7626,学院017,专业080,班级131,S000002129,学生2114,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7627,学院017,专业080,班级132,S000002152,学生2135,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7628,学院013,专业058,班级085,S000001243,学生1237,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7629,学院001,专业051,班级075,S000001195,学生1190,光的偏振 大物2,7周,星期日,3,5,教师015,20,3
7630,学院007,专业015,班级025,S000000945,学生941,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7631,学院009,专业043,班级092,S000001843,学生1831,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7632,学院001,专业068,班级139,S000002699,学生2675,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7633,学院001,专业068,班级105,S000002721,学生2696,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7634,学院001,专业001,班级012,S000000528,学生528,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7635,学院005,专业012,班级102,S000002194,学生2177,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7636,学院009,专业074,班级123,S000001804,学生1792,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7637,学院010,专业024,班级039,S000000687,学生687,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7638,学院006,专业081,班级137,S000002388,学生2368,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7639,学院006,专业032,班级053,S000001702,学生1692,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7640,学院011,专业028,班级099,S000002029,学生2015,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7641,学院006,专业032,班级047,S000002445,学生2425,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7642,学院011,专业054,班级106,S000002732,学生2707,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7643,学院006,专业032,班级055,S000001938,学生1925,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7644,学院011,专业054,班级145,S000002420,学生2400,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7645,学院011,专业054,班级082,S000002045,学生2031,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7646,学院017,专业080,班级131,S000002131,学生2116,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7647,学院017,专业080,班级132,S000002149,学生2133,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7648,学院013,专业058,班级085,S000001247,学生1241,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7649,学院009,专业066,班级152,S000002456,学生2435,光的偏振 大物2,7周,星期日,8,10,教师015,20,3
7650,学院007,专业015,班级026,S000000437,学生437,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7651,学院009,专业043,班级091,S000001632,学生1623,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7652,学院007,专业015,班级027,S000000985,学生981,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7653,学院004,专业011,班级018,S000000109,学生109,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7654,学院001,专业001,班级012,S000000534,学生534,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7655,学院006,专业014,班级023,S000000398,学生398,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7656,学院009,专业074,班级123,S000001786,学生1774,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7657,学院005,专业013,班级022,S000000273,学生273,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7658,学院006,专业034,班级050,S000000782,学生781,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7659,学院009,专业027,班级098,S000001362,学生1356,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7660,学院011,专业028,班级099,S000002039,学生2025,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7661,学院009,专业027,班级042,S000001886,学生1873,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7662,学院002,专业004,班级013,S000000067,学生067,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7663,学院002,专业004,班级011,S000001203,学生1198,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7664,学院009,专业026,班级041,S000000718,学生718,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7665,学院008,专业020,班级033,S000000620,学生620,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7666,学院017,专业080,班级131,S000002127,学生2112,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7667,学院017,专业080,班级132,S000002142,学生2126,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7668,学院013,专业058,班级085,S000001215,学生1209,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7669,学院008,专业019,班级183,S000002879,学生2851,光的偏振 大物2,7周,星期日,11,13,教师015,20,3
7670,学院007,专业015,班级026,S000002216,学生2198,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7671,学院009,专业043,班级091,S000001626,学生1617,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7672,学院001,专业068,班级139,S000002669,学生2645,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7673,学院001,专业068,班级105,S000002704,学生2680,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7674,学院006,专业014,班级024,S000000363,学生363,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7675,学院006,专业014,班级023,S000000388,学生388,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7676,学院005,专业012,班级060,S000000903,学生901,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7677,学院010,专业024,班级039,S000000707,学生707,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7678,学院006,专业081,班级137,S000002382,学生2362,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7679,学院008,专业019,班级032,S000000589,学生589,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7680,学院011,专业028,班级103,S000001383,学生1377,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7681,学院008,专业021,班级034,S000000676,学生676,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7682,学院014,专业056,班级081,S000001204,学生1199,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7683,学院002,专业004,班级006,S000000865,学生863,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7684,学院008,专业079,班级129,S000002095,学生2080,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7685,学院008,专业020,班级033,S000000631,学生631,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7686,学院009,专业045,班级068,S000001082,学生1078,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7687,学院006,专业030,班级045,S000000723,学生723,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7688,学院013,专业058,班级085,S000001234,学生1228,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7689,学院010,专业064,班级095,S000001356,学生1350,光的偏振 大物2,8周,星期四,3,5,教师015,20,3
7690,学院005,专业017,班级030,S000002783,学生2758,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7691,学院009,专业043,班级091,S000001636,学生1627,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7692,学院001,专业001,班级001,S000001899,学生1886,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7693,学院004,专业011,班级018,S000000165,学生165,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7694,学院001,专业001,班级008,S000000073,学生073,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7695,学院005,专业012,班级102,S000002210,学生2192,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7696,学院009,专业074,班级123,S000001797,学生1785,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7697,学院005,专业013,班级022,S000000257,学生257,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7698,学院006,专业081,班级138,S000002355,学生2335,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7699,学院008,专业019,班级032,S000000590,学生590,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7700,学院011,专业028,班级103,S000001420,学生1414,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7701,学院009,专业027,班级042,S000000719,学生719,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7702,学院009,专业027,班级122,S000001772,学生1760,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7703,学院002,专业004,班级011,S000000090,学生090,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7704,学院011,专业054,班级145,S000002421,学生2401,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7705,学院011,专业054,班级149,S000002543,学生2521,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7706,学院009,专业045,班级068,S000001097,学生1092,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7707,学院006,专业030,班级045,S000000732,学生732,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7708,学院013,专业058,班级085,S000001217,学生1211,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7709,学院006,专业035,班级051,S000000746,学生746,光的偏振 大物2,8周,星期四,8,10,教师015,20,3
7710,学院007,专业015,班级026,S000000458,学生458,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7711,学院009,专业043,班级091,S000001644,学生1635,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7712,学院007,专业015,班级027,S000000438,学生438,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7713,学院004,专业011,班级018,S000000233,学生233,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7714,学院006,专业014,班级024,S000000372,学生372,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7715,学院006,专业014,班级023,S000000400,学生400,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7716,学院006,专业022,班级037,S000001470,学生608,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7717,学院005,专业013,班级022,S000000327,学生327,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7718,学院006,专业022,班级054,S000002341,学生2321,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7719,学院008,专业019,班级032,S000000607,学生607,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7720,学院011,专业028,班级080,S000001396,学生1390,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7721,学院008,专业021,班级034,S000000667,学生667,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7722,学院001,专业003,班级003,S000000500,学生500,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7723,学院002,专业004,班级011,S000001344,学生1338,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7724,学院011,专业054,班级145,S000002535,学生2513,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7725,学院011,专业054,班级149,S000002554,学生2532,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7726,学院006,专业038,班级058,S000001320,学生1314,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7727,学院002,专业007,班级010,S000000045,学生045,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7728,学院014,专业086,班级158,S000002744,学生2719,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7729,学院017,专业076,班级133,S000002112,学生2097,光的偏振 大物2,8周,星期四,11,13,教师015,20,3
7730,学院007,专业015,班级025,S000000922,学生919,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7731,学院007,专业015,班级028,S000000451,学生451,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7732,学院007,专业015,班级028,S000000929,学生926,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7733,学院004,专业011,班级018,S000000157,学生157,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7734,学院001,专业001,班级012,S000000521,学生521,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7735,学院005,专业060,班级096,S000002615,学生2592,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7736,学院005,专业012,班级060,S000000890,学生888,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7737,学院005,专业060,班级150,S000002425,学生2405,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7738,学院006,专业081,班级137,S000002397,学生2377,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7739,学院008,专业019,班级032,S000000612,学生612,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7740,学院011,专业028,班级080,S000001399,学生1393,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7741,学院008,专业021,班级034,S000000677,学生677,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7742,学院014,专业056,班级081,S000002231,学生2213,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7743,学院002,专业004,班级006,S000000023,学生023,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7744,学院008,专业079,班级129,S000002078,学生2063,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7745,学院011,专业054,班级107,S000001444,学生1438,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7746,学院006,专业038,班级058,S000001322,学生1316,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7747,学院002,专业007,班级010,S000001720,学生1710,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7748,学院014,专业086,班级158,S000002872,学生2844,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7749,学院006,专业035,班级051,S000001375,学生1369,光的偏振 大物2,8周,星期六,3,5,教师015,20,3
7750,学院007,专业015,班级025,S000000919,学生781,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7751,学院009,专业043,班级091,S000001615,学生1606,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7752,学院001,专业068,班级139,S000002696,学生2672,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7753,学院001,专业068,班级105,S000001376,学生1370,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7754,学院001,专业001,班级012,S000000057,学生057,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7755,学院005,专业012,班级020,S000000294,学生294,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7756,学院005,专业012,班级144,S000002639,学生2616,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7757,学院010,专业024,班级039,S000000702,学生702,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7758,学院006,专业034,班级050,S000000788,学生787,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7759,学院008,专业019,班级032,S000000597,学生597,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7760,学院011,专业028,班级103,S000001402,学生1396,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7761,学院008,专业021,班级034,S000000663,学生663,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7762,学院014,专业056,班级081,S000002230,学生2212,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7763,学院002,专业004,班级006,S000000853,学生851,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7764,学院008,专业079,班级129,S000002079,学生2064,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7765,学院006,专业036,班级052,S000000823,学生822,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7766,学院009,专业045,班级068,S000001069,学生1065,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7767,学院014,专业055,班级079,S000002518,学生2496,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7768,学院014,专业086,班级158,S000002743,学生2718,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7769,学院001,专业008,班级014,S000000101,学生101,光的偏振 大物2,8周,星期六,8,10,教师015,20,3
7770,学院007,专业015,班级025,S000000956,学生952,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7771,学院007,专业015,班级028,S000001670,学生1660,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7772,学院007,专业015,班级028,S000001661,学生1651,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7773,学院001,专业001,班级004,S000002277,学生2257,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7774,学院001,专业001,班级012,S000000088,学生088,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7775,学院005,专业060,班级096,S000002601,学生2579,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7776,学院006,专业022,班级037,S000001469,学生1462,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7777,学院005,专业060,班级150,S000002579,学生2557,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7778,学院006,专业022,班级054,S000002159,学生2142,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7779,学院008,专业019,班级032,S000000595,学生595,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7780,学院011,专业028,班级103,S000001426,学生1420,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7781,学院008,专业021,班级034,S000000674,学生674,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7782,学院014,专业072,班级119,S000002790,学生2765,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7783,学院002,专业004,班级006,S000000846,学生844,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7784,学院008,专业079,班级129,S000002085,学生2070,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7785,学院008,专业020,班级033,S000000625,学生625,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7786,学院017,专业080,班级131,S000002136,学生1925,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7787,学院017,专业080,班级132,S000002139,学生2123,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7788,学院014,专业086,班级158,S000002515,学生2493,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7789,学院006,专业022,班级164,S000002797,学生2772,光的偏振 大物2,8周,星期六,11,13,教师015,20,3
7790,学院007,专业015,班级025,S000000429,学生429,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7791,学院009,专业043,班级092,S000001828,学生1816,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7792,学院001,专业068,班级139,S000002686,学生2662,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7793,学院001,专业068,班级105,S000002695,学生2671,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7794,学院006,专业014,班级024,S000000373,学生373,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7795,学院006,专业014,班级023,S000000384,学生384,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7796,学院006,专业022,班级037,S000000740,学生740,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7797,学院010,专业024,班级039,S000000715,学生715,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7798,学院006,专业022,班级054,S000001971,学生1958,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7799,学院011,专业028,班级111,S000001500,学生1491,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7800,学院011,专业028,班级103,S000001418,学生1412,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7801,学院002,专业004,班级005,S000000845,学生843,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7802,学院002,专业004,班级013,S000001336,学生1330,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7803,学院002,专业004,班级011,S000001328,学生1322,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7804,学院010,专业049,班级072,S000001159,学生1154,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7805,学院011,专业054,班级107,S000001454,学生1448,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7806,学院009,专业045,班级068,S000001071,学生1067,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7807,学院014,专业055,班级079,S000002850,学生2823,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7808,学院014,专业086,班级158,S000002871,学生2843,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7809,学院015,专业057,班级084,S000001211,学生1205,光的偏振 大物2,8周,星期日,3,5,教师041,20,3
7810,学院007,专业015,班级025,S000000960,学生956,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7811,学院009,专业043,班级092,S000001816,学生1804,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7812,学院001,专业068,班级139,S000002689,学生2665,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7813,学院001,专业068,班级105,S000002671,学生2647,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7814,学院006,专业014,班级024,S000000368,学生368,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7815,学院006,专业014,班级023,S000000397,学生397,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7816,学院006,专业022,班级037,S000001474,学生852,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7817,学院010,专业024,班级039,S000000703,学生703,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7818,学院006,专业022,班级054,S000002328,学生2308,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7819,学院011,专业028,班级111,S000001531,学生1522,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7820,学院011,专业028,班级103,S000001423,学生1417,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7821,学院002,专业004,班级005,S000000862,学生860,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7822,学院002,专业004,班级013,S000001330,学生1324,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7823,学院004,专业010,班级019,S000000198,学生198,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7824,学院011,专业054,班级145,S000002551,学生2529,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7825,学院011,专业054,班级149,S000002533,学生2511,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7826,学院017,专业080,班级131,S000002105,学生2090,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7827,学院017,专业080,班级132,S000002109,学生2094,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7828,学院009,专业053,班级077,S000001601,学生1592,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7829,学院015,专业057,班级084,S000001212,学生1206,光的偏振 大物2,8周,星期日,8,10,教师041,20,3
7830,学院007,专业015,班级025,S000000926,学生923,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7831,学院009,专业043,班级091,S000001606,学生1597,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7832,学院004,专业011,班级017,S000000131,学生131,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7833,学院004,专业011,班级017,S000000203,学生203,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7834,学院006,专业014,班级024,S000000339,学生339,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7835,学院006,专业014,班级023,S000000380,学生380,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7836,学院006,专业022,班级037,S000001489,学生1480,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7837,学院006,专业032,班级048,S000002360,学生2340,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7838,学院006,专业022,班级054,S000000764,学生764,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7839,学院011,专业028,班级111,S000001495,学生1486,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7840,学院011,专业028,班级103,S000001392,学生1386,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7841,学院006,专业032,班级047,S000000744,学生744,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
7842,学院009,专业027,班级122,S000001744,学生1733,光的偏振 大物2,8周,星期日,11,13,教师041,20,3
